1491041280,8140.0,0
1491041340,7861.0,0
1491041400,7628.0,0
1491041460,7335.0,0
1491041520,7517.0,0
1491041580,7360.0,0
1491041640,7349.0,0
1491041700,7535.0,0
1491041760,7592.0,0
1491041820,7578.0,0
1491041880,7601.0,0
1491041940,7466.0,0
1491042000,7284.0,0
1491042060,7197.0,0
1491042120,7414.0,0
1491042180,7066.0,0
1491042240,7153.0,0
1491042300,7240.0,0
1491042360,7141.0,0
1491042420,7172.0,0
1491042480,7171.0,0
1491042540,7161.0,0
1491042600,7170.0,0
1491042660,7457.0,0
1491042720,8656.0,0
1491042780,8875.0,0
1491042840,9073.0,0
1491042900,8328.0,0
1491042960,7604.0,0
1491043020,7667.0,0
1491043080,7526.0,0
1491043140,7298.0,0
1491043200,7433.0,0
1491043260,7407.0,0
1491043320,7365.0,0
1491043380,7091.0,0
1491043440,7136.0,0
1491043500,7202.0,0
1491043560,7588.0,0
1491043620,7510.0,0
1491043680,7585.0,0
1491043740,7150.0,0
1491043800,6987.0,0
1491043860,7332.0,0
1491043920,7399.0,0
1491043980,7365.0,0
1491044040,6989.0,0
1491044100,7106.0,0
1491044160,6965.0,0
1491044220,7072.0,0
1491044280,6864.0,0
1491044340,6819.0,0
1491044400,7423.0,0
1491044460,7693.0,0
1491044520,9198.0,0
1491044580,9166.0,0
1491044640,9082.0,0
1491044700,9103.0,0
1491044760,8342.0,0
1491044820,8022.0,0
1491044880,7706.0,0
1491044940,7593.0,0
1491045000,7689.0,0
1491045060,7491.0,0
1491045120,7427.0,0
1491045180,7593.0,0
1491045240,7585.0,0
1491045300,7399.0,0
1491045360,7574.0,0
1491045420,7746.0,0
1491045480,7413.0,0
1491045540,7210.0,0
1491045600,7191.0,0
1491045660,7328.0,0
1491045720,7583.0,0
1491045780,7417.0,0
1491045840,7660.0,0
1491045900,7496.0,0
1491045960,7590.0,0
1491046020,7570.0,0
1491046080,7518.0,0
1491046140,7521.0,0
1491046200,7649.0,0
1491046260,7963.0,0
1491046320,9420.0,0
1491046380,9645.0,0
1491046440,9564.0,0
1491046500,9212.0,0
1491046560,8339.0,0
1491046620,8077.0,0
1491046680,8042.0,0
1491046740,7766.0,0
1491046800,7682.0,0
1491046860,7537.0,0
1491046920,7948.0,0
1491046980,7913.0,0
1491047040,7836.0,0
1491047100,7889.0,0
1491047160,8137.0,0
1491047220,7982.0,0
1491047280,8024.0,0
1491047340,8135.0,0
1491047400,7836.0,0
1491047460,8091.0,0
1491047520,7845.0,0
1491047580,7953.0,0
1491047640,7812.0,0
1491047700,7993.0,0
1491047760,8169.0,0
1491047820,8186.0,0
1491047880,8153.0,0
1491047940,8367.0,0
1491048000,8005.0,0
1491048060,9003.0,0
1491048120,10068.0,0
1491048180,10048.0,0
1491048240,9881.0,0
1491048300,9367.0,0
1491048360,9141.0,0
1491048420,8796.0,0
1491048480,9006.0,0
1491048540,8903.0,0
1491048600,8317.0,0
1491048660,8370.0,0
1491048720,8419.0,0
1491048780,8775.0,0
1491048840,8698.0,0
1491048900,8604.0,0
1491048960,8564.0,0
1491049020,8551.0,0
1491049080,8089.0,0
1491049140,8538.0,0
1491049200,8347.0,0
1491049260,8760.0,0
1491049320,8857.0,0
1491049380,8617.0,0
1491049440,8573.0,0
1491049500,8517.0,0
1491049560,8727.0,0
1491049620,8845.0,0
